Location,CowTagID,lat,lon,Salinity,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent,cluster
Varari,V20,-17.54045103,-149.899509,-0.7953472619502847,-0.6705378617235135,-0.25652055731746265,0.7490592178790855,-1.0091165892443406,0.36529342179699914,-1.0179679163040263,0.21131185007646872,-0.11082054488510336,-0.48456369413080813,0.41754386266216764,0.4594134586808688,0.18107757634811322,0.025053707825708867,-0.7891438244043635,3
Cabral,C1,-17.517048,-149.912693,0.7303516398446606,2.8102071968722484,1.364994419834602,0.4823286027704266,-0.8591187750513972,3.47711129813629,0.1739011214891126,-1.405791644364705,-0.37091730551225593,-0.29631527041832584,-0.04687779382661496,-0.3723719134398068,-0.2512913304422792,-2.9087794624605885,1.9349712659595548,3
Cabral,C2,-17.51706904,-149.912949,1.1052901284879135,1.1851231549570855,1.8511552830524938,-0.918108081494946,1.4661387191135862,-1.02795404979655,-0.6978645402972076,-1.3812179615541076,-1.0223571247397836,0.41525923658295266,-0.6244374931737885,-1.1178648037387948,-0.8277832061628018,-0.055669157887628266,0.25027674043059733,3
Cabral,C3,-17.51697499,-149.913111,0.9690326580741808,-0.9022269589798928,0.9086848366851025,-0.8458024128055083,0.11824137154908372,-0.7614800479131775,0.17892880661941643,1.5124475416769396,-0.45981484025812075,1.674631449127216,0.23267351355783172,-0.030393930055232447,0.036954607417981775,0.06842840373320319,0.24049578238005936,2
Cabral,C4,-17.51679302,-149.912772,0.6026702135570587,0.19441207028875426,1.1832550059283105,0.5682540089787187,-0.6553446273561813,-1.0858647129750048,0.15963140785078309,-2.3197676932537297,-1.4786109948293509,1.0873636299356229,-1.7953149762991412,-1.4889037523328907,NA,NA,NA,3
Cabral,C5,-17.51659596,-149.912877,0.915372810637716,0.4352351811810563,0.6910923364185255,0.4530724212647026,-0.35315645767997467,0.36722392022667555,0.5424937122822614,-0.9204494104303296,0.23058146945119531,1.4876509122293136,-1.219708450522861,0.3550745646200903,-0.39541429937241,0.9948115133581941,-0.037224946595336185,3
Cabral,C6,-17.51653796,-149.913134,0.30369315574048933,-0.7392602260629333,-1.8835457782532492,1.6434697444638389,-1.1678353554422722,0.6301101824783305,0.015311967367616796,1.0737541622356979,-1.1337652501405364,-0.12137323911321764,-0.3080327018203287,0.6412069955969036,0.03695460741798241,-0.7809232311933979,0.9646571571383149,3
Cabral,C7,-17.51630402,-149.913229,-0.17488236162529905,0.4545637000965365,-0.8785547169799987,-1.7819440406514873,0.08366053516150086,-1.4985854275815227,-1.1578297054325577,0.12912232515953523,0.9776532137143953,-2.2242698388453266,-1.6612580486115316,-2.1727028818964746,-0.39541429937241,1.6867641326260445,-0.633509944686361,1
Cabral,C8,-17.51632397,-149.91291,0.5132163801154012,0.47337592038914666,0.4106185001513061,-0.8177045905978123,-0.7970219367340853,-1.1061127731602827,0.997473088793862,0.824716755954679,0.006228965432494762,0.10716845973945506,0.16014994718310527,0.5763834215723863,0.03695460741798241,-0.14487656161352014,0.7707550915325386,3
Cabral,C9,-17.51639103,-149.913111,-0.2969550210715035,1.148156177354105,0.5293936863786576,-0.9669819100765333,0.2076838296089146,-0.9194388376306852,0.12150670988123524,-0.061889725001980034,-0.05834128813103505,0.15345376212521847,0.45052029169637936,0.8516965117912604,0.036954607417981775,0.5373110093594058,0.04201619931572133,3
Cabral,C10,-17.51588602,-149.912912,-0.20106665690772813,1.0602157263944305,0.7119611882177328,0.13271101298136523,-0.9776899078120984,-1.479001516620046,-0.39639058591735987,0.3317434142632805,-0.5392189825892361,-0.7638429265723724,-1.0178882243909992,0.39104874131924094,0.4693235142083742,-0.24652012593514802,0.781342032092516,3
Cabral,C11,-17.51598098,-149.913194,-0.08310765374100808,1.070849390988684,0.7289932703395596,-1.1961758549475314,-0.8363312300571367,-0.6862510876330148,0.8489461904377038,-0.07476415952251232,-0.13950421579571762,0.3458846450467597,-0.7016359359180075,-0.10981361057462545,-0.1071683615121484,-0.4055225525109639,0.430294803768784,3
Cabral,C12,-17.51595701,-149.913303,0.09578135925660797,1.2694423480040875,-0.19846666911504654,-0.033716906407273164,-0.29324735833182664,0.43215497180592266,0.6238911194576475,-0.5163408114320185,-0.3328150350606838,0.1318080789214694,-0.3827053395177716,-0.12392491748079654,-0.39541429937240935,0.7177943807840095,-0.40937097299309455,3
Cabral,C13,-17.51557102,-149.913136,2.24924281135013,1.246659343650663,2.1432066017864067,0.3877158158249958,-1.2005621547027956,-0.8982117730331016,0.7794866013726187,-0.061973566359669226,-0.10753568380755517,-0.25569852596680465,-0.9679484019327751,-0.45279064834128463,-0.39541429937241,0.36697077380176896,0.020449424028439116,3
Cabral,C14,-17.51652597,-149.913031,0.15269288391227487,1.1152058586202025,1.1902132253810531,-2.3028013776204848,0.029956023043621143,-1.363458010038081,0.03303399552112989,1.2751558085581405,-1.051030879728199,-0.8417314569005447,-2.656165249525905,-2.851804931324088,0.18107757634811322,0.2564293820368278,0.09281829840542166,1
Cabral,C15,-17.51721597,-149.913056,0.49920406534171297,-1.0400563706250003,1.1493636413523338,-2.0487454673574783,-1.0471870683697915,-0.8696786638078677,-0.222406056615191,2.214038345974564,-0.8123927534217776,-1.8076369715638814,-2.626954088381458,-3.0080082923753464,0.613446483138505,0.13150106091483707,-0.5244491597990913,1
Cabral,C16,-17.51723299,-149.912976,1.74029804924703,0.4436467989208512,1.4172648589564851,-2.277509690906187,0.5234263724775553,-0.8073133413729411,0.7971763817094978,0.06856731848008833,-0.21390944175548884,1.8198621674191806,0.22362151202428432,-0.10130838969944203,0.4693235142083742,2.8274064892567528,-1.5959644948020129,2
Cabral,C17,-17.51721203,-149.912771,0.6925642567486147,1.084035020532144,0.7263439257521197,0.9230388432880164,-0.47400947005008093,-0.6347262306376151,0.9179852304641444,0.16405607032312244,-0.4262635087047936,0.5535071609537517,0.527633726475183,0.30288036386387224,-0.1071683615121484,-0.27982584634543806,0.48967843219823465,3
Cabral,C18,-17.51757103,-149.912982,0.5709665192504892,-0.044884023011093295,-0.8064637832543109,-1.1352583293740486,-0.09455286564841066,-0.7732929552449698,1.2030607453305413,-0.490466762141956,0.08152659531461044,-0.5150227684710114,0.7009617302520859,0.25729537607456593,0.901692420998766,-0.10310553693883603,0.6616462026573933,3
Cabral,C19,-17.51770397,-149.912893,0.16359169794967426,0.731633553111586,-0.23051483715877918,-1.0639517112967813,-0.24682219375318062,-1.0993749414668605,-0.06556239643158707,-0.25252431093715505,-0.34423742828115217,-0.9630947165820842,0.3388329625511587,0.11564570732638528,-0.2512913304422792,0.3947148265573271,0.28730539811302025,3
Cabral,C20,-17.51692303,-149.912724,0.5430970869511075,1.7619199612291034,0.7238733385697125,0.07356872562370384,-0.8383023519029799,-0.41649148117619744,0.27355012837280934,-0.5571884576703426,4.894144405338386,0.6564464312204891,2.565475874667127,0.28770576934849645,-0.2512913304422792,0.39052447729201223,0.3325144939045467,3
